gene	description	WT_6h_1	WT_6h_2	WT_6h_3	RELA_6h_1	RELA_6h_2	RELA_6h_3
Fam83h	na	42	28	48	22	22	19
Fam84a	na	0	0	0	0	0	0
Fam84b	na	275	307	295	345	333	297
Fam86	na	754	780	757	801	871	740
Fam89a	na	123	105	101	125	113	114
Fam89b	na	392	440	371	455	485	396
Fam92a	na	102	101	118	77	81	82
Fam92b	na	0	0	0	0	0	0
Fam96a	na	1465	1487	1595	1460	1575	1398
Fam96b	na	677	606	607	709	682	631
Fam98a	na	1740	1880	1892	1997	2018	1776
Fam98b	na	1505	1495	1551	1689	1667	1495
Fam98c	na	139	135	121	186	194	151
Fan1	na	365	368	341	387	368	349
Fanca	na	299	300	273	339	317	285
Fancb	na	158	159	155	189	173	178
Fancc	na	751	735	669	833	799	690
Fancd2	na	103	115	125	85	97	81
Fance	na	676	696	655	800	758	718
Fancf	na	183	222	192	205	215	173
Fancg	na	544	592	546	663	649	576
Fanci	na	235	256	229	238	235	219
Fancl	na	289	287	318	309	307	262
Fancm	na	594	621	581	617	645	548
Fank1	na	0	0	0	0	0	0
Fap	na	6	11	3	8	9	11
Far1	na	5855	6088	6021	6632	6796	6208
Far2	na	98	94	70	132	114	106
Farp1	na	1	5	6	2	7	7
Farp2	na	107	95	110	118	123	96
Fars2	na	347	371	338	370	380	338
Farsa	na	2483	2542	2363	2764	2912	2503
Farsb	na	2632	2766	2725	2792	2716	2517
Fas	na	384	390	404	254	262	270
Fasl	na	6	5	8	9	10	5
Fasn	na	20469	20866	19700	24656	24596	20812
Fastk	na	2466	2498	2255	2696	2835	2409
Fastkd1	na	996	1087	930	1191	1200	1030
Fastkd2	na	1357	1525	1542	1593	1579	1482
Fastkd3	na	392	411	393	481	494	409
Fastkd5	na	610	638	644	740	717	668
Fat1	na	0	1	1	0	0	2
Fat2	na	0	0	0	0	0	0
Fat3	na	1	3	0	2	4	2
Fat4	na	0	1	1	0	0	0
Fate1	na	0	0	0	0	0	0
Fau	na	343	298	346	337	353	320
Fbf1	na	1243	1285	1042	1340	1367	1192
Fbl	na	1679	1734	1837	2075	2004	1784
Fblim1	na	9	22	13	24	32	35
Fbll1	na	0	1	0	0	0	0
Fbln1	na	0	0	0	0	0	0
Fbln2	na	1	0	0	0	0	0
Fbln5	na	1	0	1	0	0	1
Fbln7	na	0	0	0	0	0	0
Fbn1	na	1	2	0	1	0	0
Fbn2	na	6	4	4	4	1	3
Fbp1	na	0	0	0	0	0	0
Fbp2	na	0	0	0	0	0	0
Fbrs	na	3261	3269	2784	3297	3530	3095
Fbrsl1	na	1135	1114	1002	1149	1205	1026
Fbxl12	na	805	822	798	945	988	840
Fbxl13	na	18	14	9	19	17	16
Fbxl14	na	1434	1489	1475	1544	1619	1421
Fbxl15	na	129	158	138	167	185	147
Fbxl16	na	0	0	1	0	1	0
Fbxl17	na	594	683	659	794	803	675
Fbxl18	na	378	384	356	383	417	352
Fbxl19	na	1169	1202	1038	1229	1277	1039
Fbxl2	na	4	6	1	6	3	6
Fbxl20	na	1515	1662	1408	1699	1848	1435
Fbxl21	na	2	7	4	5	0	5
Fbxl22	na	29	27	28	36	49	40
Fbxl3	na	2023	2138	1956	2417	2476	2200
Fbxl4	na	405	483	446	448	464	425
Fbxl5	na	1721	1666	1674	1920	1895	1731
Fbxl6	na	1737	1789	1518	1913	1990	1704
Fbxl7	na	0	0	0	0	0	0
Fbxl8	na	131	133	132	139	158	147
Fbxo10	na	103	103	79	129	132	98
Fbxo11	na	6722	7087	6281	8104	8305	7147
Fbxo15	na	1	0	0	0	0	0
Fbxo16	na	0	0	0	0	0	0
Fbxo17	na	16	27	15	16	14	20
Fbxo18	na	1497	1637	1500	1616	1566	1393
Fbxo2	na	3	0	0	2	0	1
Fbxo21	na	531	578	553	597	607	544
Fbxo22	na	982	1058	930	1078	1076	919
Fbxo24	na	46	61	46	59	56	51
Fbxo25	na	241	212	247	276	292	249
Fbxo27	na	7	4	4	7	8	3
Fbxo28	na	1433	1568	1427	1656	1718	1417
Fbxo3	na	922	933	896	995	982	893
Fbxo30	na	606	653	623	705	755	643
Fbxo31	na	792	751	714	928	926	777
Fbxo32	na	179	171	153	172	170	138
Fbxo33	na	476	477	434	481	536	466
Fbxo34	na	476	556	488	506	545	423
Fbxo36	na	16	17	19	18	21	15
Fbxo38	na	2915	2860	2706	3167	3198	2709
Fbxo39	na	12	16	8	3	5	2
Fbxo4	na	1299	1289	1233	1498	1574	1304
Fbxo40	na	8	12	13	11	6	9
Fbxo41	na	1	0	3	1	3	3
Fbxo42	na	1047	1011	961	1123	1238	1045
Fbxo43	na	0	2	1	0	1	1
Fbxo44	na	24	26	23	18	25	33
Fbxo45	na	872	927	890	1000	1002	861
Fbxo46	na	776	812	742	866	856	742
Fbxo47	na	24	15	17	28	34	18
Fbxo48	na	165	239	192	210	226	168
Fbxo5	na	319	349	299	329	379	309
Fbxo6	na	458	431	447	452	445	400
Fbxo7	na	593	571	565	639	713	546
Fbxo8	na	370	404	415	384	363	396
Fbxo9	na	447	477	460	491	519	449
Fbxw10	na	56	59	55	62	53	53
Fbxw11	na	2250	2334	2218	2664	2734	2167
Fbxw13	na	2	0	0	1	2	1
Fbxw14	na	0	0	0	0	0	0
Fbxw15	na	0	0	0	0	0	0
Fbxw16	na	0	0	0	0	0	0
Fbxw17	na	130	104	137	118	133	87
Fbxw18	na	0	0	0	0	0	0
Fbxw19	na	0	0	0	0	0	0
Fbxw2	na	2077	2104	1985	2467	2406	2093
Fbxw20	na	0	0	0	0	0	0
Fbxw21	na	0	0	0	0	0	0
Fbxw22	na	0	0	0	0	0	0
Fbxw24	na	0	0	0	0	0	0
Fbxw26	na	0	0	0	0	0	0
Fbxw28	na	0	0	0	0	0	0
Fbxw4	na	715	718	686	764	786	673
Fbxw5	na	2086	2041	1882	2160	2161	1839
Fbxw7	na	998	1085	957	1097	1069	924
Fbxw8	na	1782	1831	1767	1982	2029	1697
Fbxw9	na	315	339	305	382	385	311
Fcamr	na	401	440	336	426	433	375
Fcer1a	na	0	0	0	1	0	0
Fcer1g	na	72	65	89	112	101	93
Fcer2a	na	10494	10846	9540	9170	9551	7782
Fcf1	na	1014	1000	1118	1071	1121	1004
Fcgbp	na	0	1	0	0	2	1
Fcgr1	na	0	1	6	1	3	3
Fcgr2b	na	2279	2247	2139	2162	2328	2076
Fcgr3	na	26	31	35	36	35	31
Fcgr4	na	6	7	4	6	5	4
Fcgrt	na	9	13	8	10	9	6
Fcho1	na	2088	2095	1770	2301	2395	2009
Fcho2	na	1025	1158	1035	1219	1285	1148
Fchsd1	na	742	727	694	847	833	737
Fchsd2	na	4351	4423	4239	4976	5013	4102
Fcna	na	2	0	0	0	2	2
Fcnb	na	0	1	0	1	2	2
Fcrl1	na	5536	5608	5231	6720	6924	6145
Fcrl5	na	1472	1484	1463	1531	1602	1409
Fcrl6	na	0	0	0	1	0	1
Fcrla	na	4455	4511	4243	4850	4783	4337
Fcrlb	na	17	13	19	27	24	13
Fcrls	na	0	2	0	0	0	0
Fdft1	na	2281	2214	2239	2556	2612	2328
Fdps	na	1795	1785	1593	2002	2018	1671
Fdx1	na	134	140	146	140	143	146
Fdx1l	na	59	58	58	66	59	66
Fdxacb1	na	638	702	690	748	748	694
Fdxr	na	628	649	560	639	654	580
Fech	na	581	556	493	561	599	471
Fem1a	na	3158	3302	3049	3605	3558	3037
Fem1b	na	2535	2842	2712	3010	3079	2655
Fem1c	na	971	991	882	1161	1095	953
Fen1	na	1975	1999	1927	2148	2181	1899
Fer1l4	na	0	0	0	0	1	0
Ferd3l	na	0	0	0	0	0	0
Fermt1	na	0	1	0	0	0	0
Fermt2	na	0	0	0	1	0	0
Fermt3	na	1580	1610	1424	1516	1611	1331
Fert2	na	8	4	5	5	7	2
Fes	na	76	93	69	96	94	82
Fetub	na	0	0	1	0	0	0
Fev	na	0	0	0	0	0	0
Fez1	na	0	0	0	0	0	0
Fez2	na	221	208	222	249	213	203
Fezf1	na	0	0	0	0	0	0
Fezf2	na	0	0	0	0	0	0
Ffar1	na	67	45	51	74	71	41
Ffar2	na	2	8	2	2	3	2
Ffar3	na	0	7	5	2	2	4
Fga	na	0	0	0	0	0	0
Fgb	na	0	0	0	0	0	0
Fgd1	na	2	2	4	1	5	0
Fgd2	na	251	292	260	453	469	354
Fgd3	na	755	838	749	891	935	798
Fgd4	na	7	2	1	10	7	2
Fgd5	na	0	0	1	0	0	0
Fgd6	na	597	694	618	725	761	626
Fgf1	na	2	3	2	0	2	0
Fgf10	na	0	0	0	0	0	0
Fgf11	na	1	0	0	0	0	0
Fgf12	na	0	0	0	0	0	0
Fgf13	na	41	27	31	47	25	23
Fgf14	na	0	0	0	0	0	0
Fgf15	na	0	0	0	0	0	0
Fgf16	na	0	0	0	0	0	0
Fgf17	na	1	3	0	0	0	0
Fgf18	na	0	0	0	0	0	0
Fgf2	na	3	3	3	1	4	2
Fgf20	na	0	0	0	0	0	0
Fgf21	na	0	0	0	0	0	0
Fgf22	na	0	1	0	0	0	0
Fgf23	na	0	0	0	0	0	0
Fgf3	na	0	0	0	0	0	0
Fgf4	na	0	0	0	0	0	0
Fgf5	na	0	0	0	0	0	0
Fgf6	na	0	0	0	0	1	0
Fgf7	na	4	2	4	3	2	1
Fgf8	na	0	0	0	0	0	0
Fgf9	na	0	0	0	0	0	0
Fgfbp1	na	0	0	0	0	0	0
Fgfbp3	na	36	40	24	65	51	38
Fgfr1	na	2	3	2	5	3	3
Fgfr1op	na	2496	2734	2490	2748	2754	2505
Fgfr1op2	na	2296	2570	2451	2786	2788	2547
Fgfr2	na	0	0	0	0	0	0
Fgfr3	na	8	5	8	10	9	5
Fgfr4	na	0	1	0	0	1	1
Fgfrl1	na	80	78	69	86	78	68
Fgg	na	0	0	0	0	0	0
Fggy	na	8	13	14	9	8	12
Fgl1	na	0	0	0	0	0	0
Fgl2	na	91	95	116	120	111	102
Fgr	na	384	425	379	441	479	400
Fh1	na	1985	1980	2120	2187	2185	2014
Fhad1	na	12	16	10	10	13	8
Fhdc1	na	6	5	7	6	10	8
Fhit	na	15	15	11	12	12	8
Fhl1	na	5	5	5	4	3	2
Fhl2	na	3	2	4	4	3	1
Fhl3	na	588	561	493	641	650	592
Fhl4	na	24	15	24	22	15	25
Fhl5	na	0	0	0	0	1	0
Fhod1	na	868	905	786	917	977	822
Fhod3	na	6	7	0	12	3	7
Fibcd1	na	147	194	177	212	209	229
Fibin	na	0	0	0	0	0	0
Fibp	na	1340	1310	1256	1348	1430	1227
Ficd	na	196	202	175	210	212	170
Fig4	na	1404	1342	1313	1488	1434	1287
Figf	na	1	0	0	1	1	0
Figla	na	0	0	0	0	0	0
Fign	na	0	0	0	0	0	0
Fignl1	na	286	319	320	296	347	310
Fignl2	na	0	0	0	0	0	0
Filip1	na	1	0	0	0	2	0
Filip1l	na	5048	5148	4853	5362	5425	4659
Fip1l1	na	2560	2630	2484	2917	2968	2609
Fis1	na	1962	1835	1876	2044	1950	1818
Fitm1	na	7	17	16	7	14	9
Fitm2	na	199	186	211	245	243	232
Fiz1	na	1466	1471	1394	1576	1569	1327
Fjx1	na	8	6	4	3	8	5
Fkbp10	na	4	2	0	3	1	1
Fkbp11	na	10	21	17	8	23	17
Fkbp14	na	0	2	0	1	1	0
Fkbp15	na	2263	2234	2107	2461	2425	2123
Fkbp1a	na	2980	2886	2826	3161	3241	2789
Fkbp1b	na	0	0	3	1	3	0
Fkbp2	na	567	585	559	621	654	579
Fkbp3	na	1663	1691	1823	1611	1495	1511
Fkbp4	na	7656	7758	7487	8568	8498	7583
Fkbp5	na	1241	1347	1223	1691	1585	1388
Fkbp6	na	0	0	0	0	0	0
Fkbp7	na	36	20	25	36	22	29
Fkbp8	na	4129	4125	4079	4345	4531	3982
Fkbp9	na	0	3	1	2	2	1
Fkbpl	na	124	115	113	141	113	138
Fkrp	na	1259	1242	1183	1345	1381	1130
Fktn	na	318	307	293	357	331	291
Flad1	na	1398	1442	1255	1455	1475	1341
Flcn	na	2617	2749	2508	2565	2801	2308
Flg2	na	0	0	0	0	0	0
Fli1	na	1653	1695	1525	1809	1690	1548
Flii	na	4945	5065	4519	5552	5733	4636
Flna	na	5516	5896	5395	5877	6113	5150
Flnb	na	1525	1618	1458	1380	1416	1177
Flnc	na	1	0	0	0	0	0
Flot1	na	173	185	158	218	199	173
Flot2	na	257	311	241	281	290	211
Flrt1	na	11	9	9	12	11	17
Flrt2	na	1	0	0	1	1	0
Flrt3	na	5	7	10	9	6	4
Flt1	na	20	10	17	17	7	20
Flt3	na	293	261	253	258	272	231
Flt3l	na	71	82	58	75	73	76
Flt4	na	0	0	0	0	0	0
Flywch1	na	727	766	728	823	777	679
Flywch2	na	2	2	2	1	2	1
Fmn1	na	1	5	2	2	4	7
Fmn2	na	3	0	2	3	1	2
Fmnl1	na	2614	2641	2354	3052	3078	2575
Fmnl2	na	118	113	119	114	109	115
Fmnl3	na	3561	3740	3284	3542	3697	3140
Fmo1	na	0	0	0	0	0	0
Fmo2	na	0	0	0	0	0	0
Fmo3	na	0	0	0	0	0	0
Fmo4	na	0	0	0	0	0	0
Fmo5	na	135	134	123	142	154	138
Fmo6	na	0	0	0	0	0	0
Fmo9	na	0	0	0	0	0	0
Fmod	na	0	0	0	0	0	0
Fmr1	na	2239	2443	2245	2565	2662	2341
Fmr1nb	na	7	4	3	0	0	0
Fn1	na	46	51	65	71	79	65
Fn3k	na	0	1	0	0	1	1
Fn3krp	na	292	343	304	335	346	313
Fnbp1	na	24890	24784	22504	20949	21515	19043
Fnbp1l	na	140	152	117	129	144	156
Fnbp4	na	6726	6935	6175	7117	7305	6001
Fnd3c2	na	0	0	0	0	0	0
Fndc1	na	0	1	0	0	0	3
Fndc3a	na	2080	2212	2041	2287	2394	2140
Fndc3b	na	320	333	303	304	315	294
Fndc3c1	na	0	0	0	0	0	0
Fndc4	na	2	3	4	6	3	2
Fndc5	na	5	1	1	1	0	1
Fndc7	na	6	4	4	3	4	7
Fndc8	na	11	15	12	14	17	8
Fnip1	na	1886	2024	1949	1940	2073	1851
Fnip2	na	18	26	27	31	34	42
Fnta	na	1243	1247	1339	1428	1397	1258
Fntb	na	649	626	598	719	712	583
Folh1	na	0	0	0	0	0	0
Folr1	na	0	0	0	0	0	0
Folr2	na	14	18	9	11	8	13
Folr4	na	12	13	4	8	11	9
Fos	na	26	34	23	24	28	18
Fosb	na	28	27	20	26	28	15
Fosl1	na	20	19	17	18	27	26
Fosl2	na	452	477	484	488	482	396
Foxa1	na	0	0	0	0	0	0
Foxa2	na	0	0	0	0	0	0
Foxa3	na	0	0	0	0	0	0
Foxb1	na	0	0	0	0	0	0
Foxb2	na	0	0	0	0	0	0
Foxc1	na	2	2	1	3	1	2
Foxc2	na	3	0	0	0	0	1
Foxd1	na	0	0	0	0	0	0
Foxd2	na	38	29	24	24	27	34
Foxd3	na	0	0	0	0	0	0
Foxd4	na	0	0	1	0	0	0
Foxe1	na	0	0	0	0	0	1
Foxe3	na	0	0	0	0	0	0
Foxf1a	na	0	1	0	0	0	0
Foxf2	na	0	0	0	0	0	0
Foxg1	na	0	0	0	0	0	0
Foxh1	na	1	0	0	0	1	1
Foxi1	na	2	1	1	3	0	1
Foxi2	na	0	0	0	0	0	0
Foxi3	na	0	0	0	0	0	0
Foxj1	na	43	33	39	54	44	38
Foxj2	na	1750	1750	1552	1809	1831	1585
Foxj3	na	2209	2277	2157	2487	2580	2248
Foxk1	na	4977	4974	4470	5503	5422	4757
Foxk2	na	2916	2913	2753	3322	3338	2836
Foxl1	na	0	0	0	0	0	0
Foxl2	na	0	0	0	0	0	0
Foxl2os	na	0	0	0	0	0	0
Foxm1	na	352	349	328	302	331	287
Foxn1	na	0	0	0	0	0	0
Foxn2	na	1528	1606	1581	1876	1957	1750
Foxn3	na	1916	2120	1977	2718	2774	2413
Foxn4	na	0	0	0	0	0	0
Foxo1	na	3051	3027	2810	3354	3350	2902
Foxo3	na	702	755	644	728	720	598
Foxo4	na	739	768	678	912	921	757
Foxo6	na	0	0	0	2	0	0
Foxp1	na	12463	12491	11477	14251	14384	12596
Foxp2	na	0	0	0	0	0	0
Foxp3	na	37	23	35	42	39	32
Foxp4	na	5969	5719	4867	6043	6086	5097
Foxq1	na	0	0	0	1	2	1
Foxr1	na	0	0	0	3	2	0
Foxr2	na	0	0	0	0	0	0
Foxred1	na	1575	1672	1587	1757	1826	1613
Foxred2	na	3158	3151	2929	3637	3768	3290
Foxs1	na	0	0	1	0	1	1
Fpgs	na	1783	1663	1612	1939	2009	1710
Fpgt	na	452	413	433	517	457	479
Fpr-rs3	na	0	0	0	0	0	0
Fpr-rs4	na	0	0	0	0	0	0
Fpr-rs6	na	0	0	0	0	0	0
Fpr1	na	25	22	20	33	32	21
Fpr2	na	20	18	22	37	44	37
Fpr3	na	0	0	0	0	0	0
Fras1	na	1	2	0	0	1	0
Frat1	na	130	137	111	174	173	147
Frat2	na	87	92	74	104	100	78
Frem1	na	0	0	0	1	0	0
Frem2	na	0	0	0	0	0	0
Frem3	na	0	0	0	0	1	1
Frg1	na	1576	1650	1483	1779	1736	1611
Frk	na	0	0	0	0	0	0
Frmd3	na	0	0	0	0	0	0
Frmd4a	na	68	65	72	64	71	46
Frmd4b	na	10	9	11	5	10	7
Frmd5	na	7	9	4	3	6	0
Frmd6	na	252	311	271	394	365	332
Frmd7	na	127	134	119	147	157	116
Frmd8	na	1088	1130	1032	1267	1288	1090
Frmpd1	na	0	0	1	0	0	0
Frmpd3	na	0	0	0	0	0	0
Frmpd4	na	0	0	0	0	0	0
Frrs1	na	200	216	225	207	201	189
Frs2	na	1455	1511	1469	1616	1690	1452
Frs3	na	28	21	22	23	19	20
Fry	na	25	32	36	29	37	37
Fryl	na	3978	4271	3832	4719	4615	4022
Frzb	na	0	0	0	1	0	0
Fsbp	na	1	3	2	1	3	3
Fscb	na	0	0	0	0	0	0
Fscn1	na	552	520	596	592	631	532
Fscn2	na	7	9	7	9	4	4
Fscn3	na	4	1	3	1	2	0
Fsd1	na	0	0	0	0	0	0
Fsd1l	na	7	7	3	1	6	11
Fsd2	na	11	19	17	6	8	18
Fshb	na	0	0	0	0	0	0
Fshr	na	0	0	0	0	0	0
Fsip1	na	5	2	4	8	5	3
Fst	na	0	0	1	0	0	0
Fstl1	na	5	6	6	7	0	1
Fstl3	na	0	1	1	1	1	1
Fstl4	na	0	1	1	0	0	0
Fstl5	na	0	0	0	0	0	0
Ftcd	na	0	0	0	0	0	0
Fth1	na	15031	14830	13829	15181	15654	13323
Fthl17	na	0	0	0	0	0	0
Ftl1	na	11248	10866	9969	11174	11341	9856
Ftmt	na	0	0	0	0	0	0
Fto	na	2152	2159	1900	2317	2373	1951
Ftsj1	na	626	623	569	649	636	608
Ftsj2	na	184	165	197	177	176	170
Ftsj3	na	9373	9473	9503	11293	11322	9929
Ftsjd1	na	665	642	658	735	742	648
Ftsjd2	na	3849	3973	3873	3679	3662	3087
Fubp1	na	13004	13556	13129	16039	16207	14390
Fubp3	na	906	963	870	983	949	825
Fuca1	na	1840	1893	1830	1907	2017	1677
Fuca2	na	579	573	605	565	568	512
Fuk	na	518	523	488	586	596	519
Fundc1	na	630	650	691	674	644	645
Fundc2	na	1298	1366	1348	1382	1399	1238
Furin	na	1350	1455	1248	1710	1750	1460
Fus	na	10128	10315	9589	11681	11749	10121
Fut1	na	3	1	2	2	3	2
Fut10	na	5	1	3	1	3	2
Fut11	na	304	293	279	380	352	291
Fut2	na	1	0	1	0	1	0
Fut4	na	20	39	30	39	47	35
Fut4-ps1	na	0	0	0	0	0	0
Fut7	na	1	0	1	0	2	0
Fut8	na	462	441	417	524	578	442
Fut9	na	0	0	0	0	0	0
Fuz	na	645	689	543	568	602	506
Fv1	na	238	229	185	252	270	208
Fxc1	na	690	586	549	648	664	565
Fxn	na	148	144	152	176	188	191
Fxr1	na	2597	2474	2534	2777	2610	2488
Fxr2	na	2460	2547	2219	2877	3058	2512
Fxyd1	na	0	0	0	0	0	0
Fxyd2	na	1	4	1	0	1	1
Fxyd3	na	0	0	0	0	0	0
Fxyd4	na	7	16	14	14	11	3
Fxyd5	na	2051	1947	1802	2217	2299	1891
Fxyd6	na	0	0	0	0	0	0
Fxyd7	na	2	2	0	1	0	1
Fyb	na	111	103	118	155	144	127
Fyco1	na	1606	1656	1465	1579	1590	1369
Fyn	na	3473	3583	3399	3841	3951	3343
Fyttd1	na	2444	2602	2616	3050	3130	2703
Fzd1	na	1	0	1	5	3	3
Fzd10	na	0	0	0	0	0	0
Fzd2	na	0	0	0	0	0	0
Fzd3	na	13	9	12	15	18	12
Fzd4	na	1	1	1	2	2	0
Fzd5	na	275	238	265	252	228	216
Fzd6	na	28	28	37	11	24	22
Fzd7	na	4	9	8	8	9	7
Fzd8	na	0	0	0	0	0	0
Fzd9	na	60	55	55	53	78	59
Fzr1	na	1890	1853	1761	1894	1944	1619
G0s2	na	6	11	7	11	13	8
G2e3	na	683	679	669	711	759	698
G3bp1	na	9890	9962	9974	10689	10682	9438
G3bp2	na	4132	4362	4295	4792	4724	4072
G530011O06Rik	na	233	275	263	163	141	116
G630008E18	na	0	0	0	0	0	0
G630016D24Rik	na	49	52	46	45	28	40
G630025P09Rik	na	0	0	0	0	0	0
G630055G22Rik	na	0	0	0	0	0	0
G630071F17	na	0	0	0	0	0	0
G630090E17Rik	na	0	0	0	0	0	0
G630093K05Rik	na	0	0	0	0	0	0
G6b	na	0	0	0	0	0	0
G6pc	na	0	0	0	0	1	0
G6pc2	na	0	0	0	0	0	0
G6pc3	na	1763	1725	1482	1784	1884	1561
G6pd2	na	62	54	63	59	55	58
G6pdx	na	2365	2575	2307	2462	2516	2099
G730013B05Rik	na	1	1	3	5	2	2
Gaa	na	2672	2841	2399	2845	2879	2520
Gab1	na	1	3	7	6	6	4
Gab2	na	44	60	51	66	74	47
Gab3	na	24	32	36	31	19	20
Gabarap	na	5419	5301	5307	5568	5401	5260
Gabarapl1	na	625	627	607	692	693	590
Gabarapl2	na	176	205	194	220	205	191
Gabbr1	na	719	738	536	746	801	638
Gabbr2	na	0	0	2	1	0	1
Gabpa	na	2988	3059	3083	3422	3468	3130
Gabpb1	na	2741	2782	2605	2747	2687	2460
Gabpb2	na	6285	6507	6189	7355	7612	6527
Gabra1	na	0	1	0	0	0	0
Gabra2	na	0	0	0	0	0	0
Gabra3	na	0	1	0	0	0	0
Gabra4	na	0	1	0	2	0	0
Gabra5	na	0	0	0	0	0	0
Gabra6	na	0	0	0	0	0	0
Gabrb1	na	0	0	0	0	0	1
Gabrb2	na	0	0	0	0	0	0
Gabrb3	na	0	1	0	0	0	0
Gabrd	na	4	0	3	1	3	1
Gabre	na	0	1	0	0	0	0
Gabrg1	na	0	0	0	0	0	0
Gabrg2	na	0	0	0	0	0	0
Gabrg3	na	0	0	0	0	0	0
Gabrp	na	0	0	0	0	0	0
Gabrq	na	0	0	0	0	0	0
Gabrr1	na	0	0	0	0	0	0
Gabrr2	na	26	28	17	27	20	19
Gabrr3	na	0	0	0	0	0	0
Gad1	na	139	131	145	136	168	122
Gad2	na	0	0	0	0	0	0
Gadd45a	na	116	104	87	111	81	101
Gadd45b	na	1823	1809	1834	2196	2191	1858
Gadd45g	na	503	502	426	553	559	463
Gadd45gip1	na	1307	1276	1116	1399	1421	1248
Gadl1	na	0	0	0	0	0	0
Gak	na	4265	4539	3988	5119	5002	4223
Gal	na	0	0	0	0	1	0
Gal3st1	na	1	0	2	2	1	2
Gal3st2	na	0	0	0	0	0	0
Gal3st3	na	0	0	1	2	1	2
Gal3st4	na	25	21	16	31	27	28
Galc	na	165	138	151	182	152	149
Gale	na	246	246	226	275	285	264
Galk1	na	872	846	970	939	959	883
Galk2	na	470	446	422	457	472	419
Galm	na	4	9	6	7	1	6
Galns	na	449	496	442	550	558	466
Galnt1	na	2480	2599	2518	2977	2917	2528
Galnt10	na	347	357	299	400	384	345
Galnt11	na	914	829	810	954	1044	909
Galnt12	na	294	304	251	302	322	289
Galnt13	na	0	0	0	0	0	0
Galnt14	na	7	4	5	6	5	3
Galnt2	na	1620	1661	1525	1956	1997	1719
Galnt3	na	3	3	3	1	4	4
Galnt4	na	560	543	538	650	595	529
Galnt5	na	0	0	0	0	0	0
Galnt6	na	349	335	331	434	456	375
Galnt7	na	673	661	652	833	786	657
Galnt9	na	0	0	0	2	0	2
Galntl1	na	2	1	1	2	4	2
Galntl2	na	0	0	0	0	0	0
Galntl4	na	0	0	0	0	0	0
Galntl5	na	0	0	0	0	0	0
Galntl6	na	0	0	0	0	0	0
Galp	na	0	0	0	0	0	0
Galr1	na	0	0	0	0	0	0
Galr2	na	5	3	2	8	7	6
Galr3	na	0	0	0	0	0	0
Galt	na	552	531	501	578	623	552
Gamt	na	3	4	5	1	5	2
Gan	na	432	476	437	482	498	424
Ganab	na	7722	8102	7452	9100	9025	7762
Ganc	na	431	487	376	436	412	405
Gap43	na	0	1	0	0	0	0
Gapdh	na	171	187	175	169	182	140
Gapdhs	na	178	159	142	177	187	180
Gapt	na	44	68	61	66	60	46
Gapvd1	na	3955	4011	3812	4552	4721	3911
Gar1	na	2439	2476	2389	2676	2742	2351
Garnl3	na	23	25	14	27	28	29
Gars	na	5502	5764	5536	6500	6600	5683
Gart	na	7742	7909	7518	8596	8562	7300
Gas1	na	0	0	0	0	0	0
Gas2	na	64	71	56	65	68	55
Gas2l1	na	10	10	11	8	16	9
Gas2l2	na	0	0	0	0	0	0
Gas2l3	na	77	88	68	61	61	60
Gas5	na	11293	11840	11430	13959	13870	12580
Gas6	na	0	3	0	1	1	0
Gas7	na	19	25	20	39	29	20
Gas8	na	141	126	128	145	161	109
Gast	na	0	0	0	0	0	0
Gata1	na	1	0	2	0	2	1
Gata2	na	1	2	3	2	0	0
Gata3	na	2	4	6	5	9	2
Gata4	na	0	0	0	0	0	0
Gata5	na	0	0	0	0	0	0
Gata6	na	0	0	0	1	1	0
Gatad1	na	707	664	690	763	792	661
Gatad2a	na	4286	4217	3884	4818	4759	4139
Gatad2b	na	1613	1560	1370	1796	1711	1551
Gatc	na	968	998	962	1116	1103	979
Gatm	na	27	30	26	10	9	13
Gatsl2	na	130	144	133	137	168	134
Gatsl3	na	106	71	74	81	77	69
Gba	na	1703	1717	1541	1884	1898	1583
Gba2	na	734	828	696	784	821	690
Gbas	na	820	922	793	851	893	803
Gbe1	na	668	663	678	721	681	664
Gbf1	na	2510	2548	2408	2721	2837	2443
Gbgt1	na	0	0	0	1	1	0
Gbp1	na	8	17	19	9	11	10
Gbp10	na	96	74	88	37	25	44
Gbp11	na	2	0	1	0	1	2
Gbp2	na	246	255	288	259	267	210
Gbp3	na	751	739	787	686	740	593
Gbp4	na	1179	1112	1200	837	851	744
Gbp5	na	625	614	641	491	475	402
Gbp6	na	304	273	264	138	149	138
Gbp7	na	145	167	185	120	162	113
Gbp8	na	42	36	31	43	39	16
Gbp9	na	1943	1924	1850	1389	1347	1227
Gbx1	na	0	0	1	2	0	1
Gbx2	na	0	0	0	0	0	0
Gc	na	0	0	0	0	0	0
Gca	na	433	475	440	496	469	446
Gcap14	na	2498	2475	2363	2149	2253	1887
Gcat	na	155	152	135	138	162	134
Gcc1	na	1129	1105	1066	1228	1168	1133
Gcc2	na	1604	1701	1546	1753	1781	1585
Gcdh	na	734	801	710	695	706	653
Gcet2	na	14	13	10	4	6	4
Gcfc1	na	2663	2780	2529	3095	3123	2662
Gcg	na	2	3	2	0	4	0
Gcgr	na	1	0	1	2	1	1
Gch1	na	473	508	473	564	631	486
Gchfr	na	0	0	1	0	2	1
Gck	na	1	0	0	0	0	0
Gckr	na	1	0	2	0	2	2
Gclc	na	3561	3745	3431	4428	4403	3680
